Offense_Number,Person_ID,Role_Code
4463,4118,Suspect
6258,4285,Other
1754,3262,Arrest
6607,1180,Witness
2184,4303,Suspect
4134,4800,Other
5320,663,Suspect
3475,339,Arrest
4238,2919,Other
5855,97,Other
2857,2844,Witness
3796,2121,Other
957,4166,Victim
1605,212,Suspect
2003,84,Other
5409,1038,Victim
346,52,Suspect
2464,745,Witness
7431,3681,Witness
2689,3105,Victim
6122,2319,Victim
480,2261,Suspect
1723,3497,Victim
7923,1155,Victim
3179,2465,Suspect
2758,4450,Other
7977,3959,Suspect
4290,3726,Victim
3495,2998,Other
6887,1121,Arrest
4869,3485,Other
6509,1242,Suspect
3445,4540,Victim
3941,2360,Witness
6155,3692,Other
1138,182,Suspect
904,580,Victim
5564,726,Arrest
6726,2382,Arrest
5074,4619,Victim
1815,421,Arrest
4991,4996,Victim
5420,3350,Other
3140,3367,Arrest
6654,342,Suspect
448,4956,Suspect
6979,3843,Arrest
5641,957,Arrest
5607,4200,Other
1616,1029,Arrest
1304,4345,Victim
5248,2098,Witness
5826,3043,Arrest
4628,722,Arrest
5658,1698,Victim
1158,2719,Other
1446,1943,Suspect
7836,2219,Arrest
902,723,Suspect
6475,4381,Other
1925,3859,Suspect
6177,3519,Arrest
4578,1662,Witness
6,4924,Victim
2381,3752,Other
1560,2756,Victim
1275,1048,Arrest
1745,4627,Arrest
637,973,Victim
1259,1965,Witness
6028,3516,Witness
5457,4253,Victim
2297,2519,Arrest
1370,1115,Other
571,2011,Arrest
2057,237,Suspect
5998,538,Victim
5841,3246,Arrest
5572,1499,Victim
6770,4046,Other
1406,2839,Other
2551,3765,Witness
6992,804,Witness
6367,1378,Suspect
227,4034,Witness
4994,4365,Suspect
4332,3194,Victim
7458,3903,Witness
4324,2775,Victim
4954,4914,Witness
12,4564,Witness
3850,3634,Witness
1399,2717,Other
5557,4584,Other
5832,2058,Other
5477,3453,Other
5611,3639,Victim
4,1882,Suspect
196,1793,Other
3493,1808,Other
1770,767,Victim
203,4779,Other
2479,1445,Arrest
7083,3543,Other
3336,553,Victim
4134,1864,Suspect
7083,1372,Other
2270,2435,Witness
4727,4524,Witness
1561,4793,Witness
7433,1994,Witness
2070,445,Suspect
1362,3417,Arrest
641,3263,Witness
1326,3983,Other
3546,2576,Victim
7443,654,Arrest
1466,1187,Victim
7431,3738,Arrest
6824,232,Witness
1837,3348,Victim
2061,3997,Arrest
3891,2589,Victim
2241,891,Suspect
7782,1814,Other
4310,273,Suspect
4846,1454,Arrest
5125,4623,Other
6160,1987,Arrest
1020,4807,Other
2616,541,Witness
3278,980,Arrest
4609,288,Victim
1613,414,Witness
1710,4159,Witness
6180,4533,Suspect
2199,1948,Other
6391,3910,Witness
5760,4195,Victim
1718,2036,Witness
1248,3969,Victim
6400,1691,Witness
7093,518,Arrest
7233,4887,Witness
1074,1387,Victim
5469,2907,Arrest
2620,760,Arrest
380,144,Victim
1754,3807,Witness
384,3907,Victim
6066,4584,Victim
7337,4506,Other
7797,3651,Arrest
4491,3524,Other
2880,2870,Suspect
1514,4774,Other
2142,548,Arrest
7521,4634,Witness
3314,2318,Arrest
5966,402,Witness
7035,711,Arrest
3638,3111,Victim
7284,2253,Suspect
4413,2251,Arrest
1616,4681,Arrest
7724,345,Arrest
5787,4436,Suspect
3923,3799,Arrest
4922,2929,Witness
6397,3697,Victim
758,2982,Arrest
4757,2160,Arrest
2670,2530,Suspect
5545,2934,Witness
6029,1663,Suspect
764,531,Arrest
6395,2034,Other
2895,3162,Suspect
5466,4096,Other
7427,4269,Suspect
5010,1382,Victim
7253,2715,Victim
997,3908,Witness
5425,2363,Suspect
871,1862,Suspect
1303,3828,Other
6385,3095,Victim
3657,4834,Witness
1932,1549,Arrest
4229,645,Suspect
3334,4142,Victim
4477,784,Witness
4563,886,Suspect
5325,1106,Witness
538,3196,Other
3223,4699,Suspect
1490,373,Suspect
739,3328,Victim
7157,1880,Victim
395,2347,Witness
3523,4072,Witness
6274,158,Witness
5303,4485,Suspect
630,3136,Victim
3317,500,Witness
1917,807,Witness
2024,1286,Suspect
3620,4673,Suspect
7992,1703,Other
7421,4347,Arrest
592,2873,Victim
7870,1039,Arrest
7900,4379,Suspect
1661,1823,Suspect
177,3264,Witness
4626,2187,Suspect
7996,1441,Witness
133,2642,Other
1518,1392,Witness
6379,817,Arrest
2467,3062,Witness
3833,2966,Arrest
1324,523,Arrest
514,4225,Other
6542,4984,Other
5031,3706,Victim
5382,1162,Arrest
935,2553,Arrest
646,710,Other
391,2970,Suspect
3045,1553,Witness
5208,874,Suspect
4563,1069,Victim
2141,57,Victim
1593,1744,Witness
3911,3117,Arrest
2439,3802,Suspect
4210,400,Victim
6552,1134,Suspect
981,2846,Arrest
2473,4086,Victim
5161,547,Suspect
6993,2264,Victim
3741,514,Witness
4827,4619,Victim
1093,1607,Other
210,1787,Other
5783,3011,Witness
7879,4089,Witness
3362,3200,Arrest
7559,420,Suspect
1932,1525,Suspect
7593,2847,Arrest
493,4510,Suspect
4441,1809,Victim
5061,154,Other
2387,1217,Witness
4115,1115,Suspect
6784,1247,Witness
5722,2224,Other
2850,1747,Witness
3880,2570,Other
2081,4214,Victim
4540,2025,Arrest
5614,266,Other
3030,2197,Witness
1158,3530,Victim
6907,1017,Victim
132,2730,Victim
3564,2908,Arrest
2168,3709,Arrest
158,2450,Victim
3432,3173,Witness
29,2463,Arrest
4134,1366,Arrest
109,1308,Arrest
4070,1012,Suspect
5232,3734,Victim
1186,3621,Other
1020,3847,Victim
566,2445,Victim
7269,1162,Arrest
7076,983,Victim
2560,1533,Victim
2785,3737,Suspect
6120,1838,Suspect
7908,4796,Other
2505,3562,Victim
1455,4725,Victim
860,528,Witness
4687,114,Witness
5294,1999,Other
954,1307,Witness
1601,3973,Witness
6912,1517,Suspect
3090,2322,Witness
7855,2966,Arrest
3214,478,Witness
6922,3761,Arrest
5750,2851,Arrest
2400,3405,Suspect
7197,3115,Victim
6142,3830,Witness
138,940,Arrest
5990,1711,Victim
4015,2365,Witness
5483,721,Other
3247,314,Victim
1974,99,Other
2917,581,Other
5619,1108,Victim
6604,2182,Victim
7847,1181,Witness
4221,256,Witness
3428,1168,Suspect
6039,2092,Arrest
3788,1519,Victim
2326,409,Other
4662,2695,Witness
4438,1340,Victim
654,4843,Victim
1188,3896,Other
1050,2586,Victim
153,3163,Victim
3230,2218,Other
3893,154,Suspect
7847,3711,Suspect
146,2874,Victim
3694,1048,Victim
1979,38,Witness
7679,3124,Victim
3070,3860,Arrest
5058,3015,Witness
5133,381,Witness
4111,2363,Witness
383,2138,Suspect
7439,498,Suspect
2156,4819,Suspect
908,2183,Other
6336,3784,Arrest
6350,470,Victim
3997,4793,Suspect
62,4324,Other
6280,2902,Suspect
6440,4090,Arrest
5811,2920,Arrest
7022,2995,Victim
2290,1419,Suspect
7635,1228,Arrest
3925,3367,Other
819,534,Other
6397,2909,Victim
867,1782,Arrest
7831,135,Victim
4152,4585,Other
3712,2445,Other
6244,4672,Other
4964,780,Other
5199,4490,Other
6493,563,Suspect
4774,691,Victim
965,2099,Witness
6520,899,Victim
5908,802,Witness
4634,2515,Other
4630,869,Victim
6767,3913,Witness
119,3501,Witness
766,3198,Victim
5321,3175,Witness
874,4809,Arrest
6010,3864,Victim
4389,2331,Victim
2279,324,Arrest
7317,148,Other
1572,4371,Victim
2304,2813,Arrest
2270,142,Victim
6072,2827,Victim
2161,4257,Suspect
1211,4461,Victim
3687,3262,Victim
422,667,Witness
6953,786,Other
3112,1102,Victim
6188,3002,Witness
3182,4371,Other
1646,1876,Other
4800,2379,Other
1407,2727,Other
83,3739,Witness
1909,1388,Victim
2818,3474,Suspect
5562,2867,Arrest
6033,3162,Suspect
4778,1894,Suspect
4982,969,Victim
921,2857,Arrest
2264,393,Witness
60,1030,Victim
5083,3785,Witness
3653,3488,Victim
6827,136,Other
5299,1870,Arrest
6181,3175,Witness
7482,3834,Witness
6939,4050,Arrest
6055,2009,Victim
3202,931,Victim
2644,2890,Victim
2084,3615,Arrest
4171,4726,Victim
7420,4036,Other
1179,3800,Arrest
7211,2040,Victim
2052,1742,Other
4536,498,Arrest
6426,1630,Arrest
3642,2160,Suspect
559,2923,Other
895,2265,Other
4358,3360,Arrest
4519,3672,Arrest
2954,728,Victim
7392,1459,Arrest
5989,3523,Victim
2035,1223,Other
1241,805,Suspect
1434,1703,Suspect
2126,3063,Arrest
2481,2715,Witness
4090,3066,Witness
1393,4495,Witness
3912,1484,Witness
6153,2867,Suspect
7867,332,Arrest
1720,4776,Arrest
7657,35,Suspect
296,203,Suspect
451,3778,Victim
3734,1306,Arrest
6584,892,Suspect
2598,1011,Suspect
835,3200,Arrest
947,2069,Other
9,4201,Victim
6894,227,Witness
3927,952,Victim
2849,3939,Arrest
2220,3124,Witness
299,3114,Other
4850,4895,Arrest
1489,2984,Witness
1791,774,Victim
3159,4608,Victim
5767,3912,Arrest
2374,4891,Other
7723,4596,Witness
7937,3478,Suspect
4330,3165,Victim
542,4053,Other
7566,462,Arrest
3519,3182,Witness
5715,4379,Arrest
5699,3672,Other
1392,3806,Witness
294,2616,Victim
7946,1636,Arrest
1081,545,Witness
3476,3122,Victim
78,992,Arrest
3898,2047,Suspect
1443,4105,Victim
4663,3368,Suspect
1178,1503,Victim
260,4708,Other
539,2571,Other
671,1743,Suspect
6839,2583,Other
6983,870,Arrest
4278,4513,Victim
1095,2970,Suspect
233,4639,Suspect
7860,4048,Suspect
3369,530,Witness
1293,1017,Victim
4529,4660,Victim
2504,879,Other
7966,2362,Witness
3302,4141,Arrest
872,2691,Suspect
3314,3396,Arrest
5613,1171,Suspect
2917,2281,Witness
355,4451,Witness
6176,73,Suspect
7159,3819,Victim
2985,953,Victim
6243,2985,Arrest
3760,3788,Victim
2036,3185,Witness
3453,1528,Witness
456,917,Victim
1469,1277,Other
3651,4985,Witness
5802,1946,Arrest
4482,1015,Other
2380,2202,Other
7657,2924,Suspect
3906,3677,Witness
6769,31,Suspect
1421,1058,Other
1856,4686,Arrest
3328,3024,Suspect
2385,3067,Other
4377,3858,Suspect
2904,4145,Other
6081,3857,Victim
134,586,Witness
2295,600,Victim
1066,1212,Witness
1080,1324,Arrest
5753,968,Arrest
6602,2574,Witness
4319,751,Victim
2183,1203,Other
7118,4682,Witness
4416,1541,Arrest
398,3892,Witness
611,4601,Suspect
5724,4667,Other
5973,57,Witness
3836,1856,Witness
5178,3483,Arrest
4516,3266,Victim
2633,3340,Suspect
6400,1751,Witness
4989,1191,Victim
3727,4390,Suspect
2481,2245,Other
344,3393,Victim
1289,4774,Arrest
4200,654,Arrest
1109,4949,Suspect
3367,2656,Victim
7754,1142,Suspect
4013,2124,Victim
2958,819,Suspect
2283,3288,Victim
3179,1505,Suspect
5599,1843,Other
2244,4313,Arrest
1706,1446,Victim
7203,2062,Suspect
957,3243,Suspect
2118,867,Other
7669,4874,Suspect
7956,1689,Other
4757,1632,Witness
1917,2561,Other
4734,2442,Suspect
4878,2193,Suspect
798,4120,Witness
887,2308,Witness
3747,3901,Other
6484,596,Victim
3309,3859,Suspect
7962,2960,Victim
176,2269,Arrest
2169,3372,Victim
2326,3111,Suspect
7689,2520,Suspect
4947,3790,Arrest
4027,2493,Other
4749,635,Victim
7582,2784,Other
1729,1250,Arrest
4931,4128,Suspect
1727,581,Suspect
643,1061,Other
4120,1121,Witness
2336,59,Witness
6678,448,Victim
1785,1325,Victim
3152,3588,Witness
4039,1169,Witness
5904,3340,Other
6879,376,Other
4647,1036,Arrest
7606,1812,Other
1250,1908,Suspect
6766,4162,Other
5835,4885,Other
7557,123,Suspect
6658,1222,Other
6006,3792,Suspect
7397,4016,Other
125,1214,Witness
2745,331,Suspect
6991,3375,Victim
4466,3563,Suspect
836,3420,Arrest
7474,941,Suspect
6798,551,Other
1787,1548,Arrest
7266,3170,Victim
4205,1220,Other
747,2681,Other
5890,2108,Victim
7486,1354,Other
7037,4427,Arrest
7840,1243,Victim
2390,4258,Other
1546,4199,Arrest
7684,373,Arrest
7490,930,Other
601,2266,Arrest
6962,4067,Other
1989,461,Other
2180,2728,Victim
2385,4712,Victim
153,4249,Arrest
4344,3435,Arrest
3565,2776,Witness
7250,404,Victim
2050,2827,Suspect
6370,2119,Arrest
3170,2523,Arrest
946,1180,Other
641,586,Arrest
3674,4682,Suspect
6966,2111,Witness
3323,1292,Other
1741,4766,Arrest
5068,3572,Witness
5521,2029,Witness
4743,4820,Suspect
5953,954,Other
1479,1407,Suspect
4642,3904,Arrest
4834,847,Other
7879,4696,Other
3577,88,Suspect
1679,3418,Witness
3604,1951,Other
25,252,Suspect
469,3694,Victim
642,3442,Other
2659,3741,Witness
210,3360,Victim
954,20,Witness
1765,424,Suspect
996,1827,Witness
3241,479,Arrest
4032,3395,Victim
4717,1324,Witness
7177,1107,Victim
6330,1730,Other
7782,3377,Suspect
978,505,Suspect
3731,2814,Other
7165,3552,Victim
234,380,Arrest
7876,831,Witness
3066,2828,Suspect
2111,3617,Victim
4641,2518,Suspect
1065,4125,Victim
2846,2499,Other
4973,1741,Suspect
7142,2991,Witness
305,2445,Suspect
393,2033,Other
5127,1467,Victim
1728,4576,Arrest
7187,67,Witness
1574,1688,Victim
2485,4348,Suspect
7001,2629,Arrest
7024,1506,Witness
4968,4345,Victim
479,2993,Arrest
1443,3531,Witness
5448,1972,Other
5973,1184,Suspect
6577,4483,Witness
247,4277,Suspect
2960,3715,Victim
6144,4594,Arrest
6781,3183,Suspect
429,3549,Arrest
2968,4470,Witness
5561,336,Arrest
2345,1856,Suspect
3532,1704,Witness
5639,547,Witness
7606,1854,Arrest
4973,3238,Victim
1917,3508,Witness
4067,4849,Witness
5510,3661,Suspect
7125,4500,Suspect
5171,3276,Other
107,4860,Witness
3686,708,Witness
5710,2319,Witness
7611,4339,Suspect
3454,503,Suspect
7846,1918,Other
4400,1055,Arrest
3916,3515,Other
119,265,Witness
4038,2844,Victim
6700,2571,Arrest
5126,2005,Witness
5499,1918,Other
3487,4829,Arrest
114,605,Victim
1104,2208,Victim
3006,1644,Witness
7485,2051,Other
3230,4531,Victim
1628,2967,Witness
1731,2598,Victim
2165,963,Witness
2694,1601,Witness
4601,2320,Arrest
1126,679,Arrest
956,2270,Other
7744,1763,Other
4637,1019,Victim
514,3662,Other
4336,1173,Arrest
6093,4455,Other
488,3225,Victim
6394,3064,Other
5297,3360,Suspect
1847,3826,Victim
920,1143,Arrest
5228,3058,Arrest
3618,1105,Victim
6713,2229,Victim
7497,2269,Suspect
1917,239,Suspect
6728,2173,Witness
3780,3518,Other
3789,852,Witness
7168,4496,Victim
7313,3240,Witness
6684,1802,Other
5237,3480,Suspect
6836,1591,Victim
3172,2495,Other
3461,2445,Other
157,65,Victim
5312,1603,Suspect
5563,214,Victim
5575,2811,Victim
1356,787,Arrest
5570,2191,Victim
5096,4905,Victim
3661,758,Suspect
2308,4580,Witness
4933,1359,Arrest
5398,2879,Arrest
3055,1070,Other
7847,3499,Other
3733,1681,Victim
4871,4991,Arrest
5319,3989,Victim
3823,3477,Victim
240,2695,Suspect
2380,1365,Victim
3390,2159,Witness
6815,1986,Witness
977,3776,Other
5507,1416,Arrest
7837,4861,Witness
2734,2588,Suspect
3955,3193,Witness
1190,2466,Witness
2671,1442,Witness
7117,3765,Witness
1100,3476,Other
2706,146,Arrest
843,1373,Arrest
1622,3166,Suspect
5436,4702,Victim
6626,2019,Witness
5118,4626,Suspect
3619,1978,Victim
2103,1759,Other
927,4454,Witness
3404,3539,Suspect
581,1978,Victim
3175,2481,Other
5363,3016,Suspect
2889,4970,Victim
7474,1928,Witness
4537,2924,Arrest
7171,651,Other
7548,1109,Other
6875,4575,Other
6596,4655,Witness
1010,3109,Victim
6472,2246,Suspect
602,4614,Witness
522,556,Witness
3163,4539,Other
4364,464,Witness
70,1959,Other
4708,1293,Victim
5102,46,Victim
1605,1074,Victim
2171,2121,Suspect
1252,4097,Witness
2558,1956,Victim
3464,2005,Other
5419,3463,Witness
538,3030,Arrest
5688,3665,Victim
7508,111,Witness
2061,742,Arrest
2061,4148,Victim
6868,4527,Other
2338,1630,Suspect
2055,1209,Arrest
7672,1992,Victim
7986,4449,Arrest
3066,3050,Suspect
3051,1705,Victim
5727,280,Other
7783,1737,Arrest
3129,2632,Other
4632,337,Suspect
7818,3305,Witness
2624,2959,Victim
7985,2692,Other
1304,4255,Witness
4798,3546,Witness
2278,210,Victim
5425,3349,Victim
4991,801,Victim
4792,4275,Other
7121,3248,Witness
433,4181,Witness
4425,4997,Arrest
7766,4927,Witness
7791,1434,Suspect
1865,3223,Victim
6031,593,Arrest
7143,1122,Other
3328,2547,Other
1335,4075,Other
5931,4989,Other
2585,2711,Other
2456,186,Victim
5415,2423,Suspect
612,2090,Arrest
1340,1960,Arrest
3377,3616,Other
5234,572,Arrest
3082,20,Other
1463,4982,Arrest
3998,2467,Suspect
5862,3102,Witness
455,1008,Arrest
4394,3899,Victim
734,1115,Victim
4417,3364,Suspect
3454,601,Suspect
973,4443,Victim
3985,1911,Other
6968,4983,Other
6874,931,Other
5613,3414,Other
5912,2293,Witness
1814,3819,Other
6539,479,Other
3871,2670,Victim
6320,3758,Suspect
1406,2074,Victim
1815,3097,Other
3958,4382,Victim
4913,529,Victim
692,136,Other
1321,4876,Other
3420,2185,Witness
1624,1426,Witness
1040,301,Witness
5662,2517,Arrest
6421,13,Witness
6163,3084,Witness
917,336,Witness
2885,3494,Suspect
6690,312,Other
7766,2550,Witness
3989,1956,Arrest
5836,3810,Other
3740,2294,Suspect
2023,2900,Witness
1698,4537,Other
2235,3528,Arrest
6801,462,Arrest
6643,2538,Arrest
1617,2067,Other
5951,1729,Arrest
3089,491,Suspect
6087,777,Witness
1803,1165,Witness
1384,2276,Victim
4410,166,Suspect
837,4419,Other
4008,1861,Other
6822,2628,Other
85,3680,Arrest
4074,929,Other
5148,3560,Suspect
1534,4798,Other
2358,1518,Victim
464,1057,Victim
3691,4112,Victim
5514,4689,Other
6630,2287,Other
7496,2324,Victim
3296,2853,Victim
340,2121,Arrest
7610,3582,Victim
373,4780,Witness
2749,806,Other
7233,4033,Other
6821,4181,Victim
3600,545,Suspect
4433,1286,Victim
5322,774,Victim
1591,1478,Other
2060,3621,Victim
7581,2877,Arrest
7557,2746,Arrest
4516,1399,Suspect
66,2179,Other
1865,1355,Witness
6677,4607,Suspect
261,777,Other
4845,4512,Witness
6965,2494,Suspect
4780,1535,Suspect
1409,3547,Victim
5387,2183,Suspect
467,2907,Suspect
1339,3135,Witness
7417,1935,Victim
3444,3102,Other
864,84,Suspect
6682,2538,Arrest
3904,2419,Arrest
7121,4961,Arrest
7051,1751,Suspect
7158,1153,Victim
5280,3621,Arrest
5022,3308,Other
7306,430,Suspect
2849,1934,Victim
825,3632,Suspect
4109,2717,Arrest
603,186,Suspect
5472,2357,Other
2486,1125,Witness
4426,1780,Suspect
1779,3186,Victim
1784,3348,Other
2991,945,Other
3494,3651,Witness
5434,309,Arrest
4054,4049,Witness
5782,1535,Other
3725,2197,Arrest
4670,1843,Victim
5563,1194,Victim
1241,485,Other
3009,4824,Suspect
1535,1979,Suspect
539,322,Witness
2009,4604,Other
542,4592,Witness
1244,4161,Other
2059,80,Arrest
5867,1585,Victim
5641,4954,Suspect
77,980,Suspect
495,1284,Suspect
6001,1464,Witness
1832,2842,Arrest
4933,2144,Suspect
3326,2645,Suspect
3075,4410,Witness
4756,4443,Witness
323,3954,Other
6630,55,Victim
1776,3437,Arrest
3820,1130,Other
1643,4552,Suspect
3528,3693,Suspect
2149,221,Victim
7249,2191,Victim
3588,2465,Other
3255,4311,Suspect
970,1121,Arrest
3161,1370,Other
4796,2938,Suspect
5339,2243,Witness
5389,2874,Witness
5950,1054,Victim
2137,4234,Other
4760,4480,Other
7323,2484,Suspect
826,2339,Arrest
6286,130,Arrest
874,949,Arrest
1841,1390,Arrest
6814,4660,Suspect
2881,926,Other
2816,2922,Suspect
1415,2248,Witness
4138,3332,Arrest
3425,999,Suspect
3732,2437,Witness
2914,4123,Witness
5674,1612,Arrest
7167,4674,Suspect
5106,1184,Witness
445,291,Suspect
3830,1610,Suspect
1676,4922,Suspect
5397,3489,Suspect
3366,930,Witness
4806,4414,Suspect
1749,2899,Victim
3001,4448,Suspect
5368,1770,Witness
4948,590,Other
1435,186,Other
3708,3953,Victim
4607,923,Suspect
2320,2014,Suspect
1552,1359,Witness
5885,2569,Victim
4048,2089,Other
5018,2099,Arrest
6412,1369,Other
1208,3746,Other
933,3736,Arrest
1263,4492,Witness
712,1781,Arrest
352,1381,Victim
6397,1448,Victim
4420,159,Victim
5419,3560,Victim
3290,3826,Victim
717,2988,Witness
4026,3795,Victim
4418,899,Suspect
2605,1438,Witness
2047,156,Witness
4390,1411,Other
7586,3212,Suspect
6834,3493,Other
6813,372,Arrest
3232,4918,Witness
5883,42,Other
4800,210,Victim
2238,1744,Other
1272,2149,Suspect
4838,713,Suspect
2626,1333,Suspect
7724,2954,Suspect
6058,2577,Witness
3157,820,Arrest
163,916,Witness
1112,2852,Witness
3089,3487,Witness
1876,1656,Victim
7147,2218,Other
4774,477,Suspect
4390,2872,Suspect
3265,2661,Victim
4475,436,Victim
1949,1794,Arrest
7662,3616,Suspect
2672,4923,Witness
6550,995,Other
7529,2618,Arrest
853,4475,Arrest
2296,1343,Other
328,2535,Victim
2321,3987,Victim
2602,1762,Witness
26,4505,Suspect
140,3423,Witness
3713,1330,Other
6546,212,Arrest
5669,1374,Suspect
1042,3499,Victim
3621,696,Victim
2370,1339,Other
6871,2380,Witness
6838,3666,Suspect
5020,4121,Victim
4586,904,Victim
5362,2844,Other
4710,1346,Suspect
1218,3148,Suspect
4104,1293,Other
4741,4631,Arrest
4251,3195,Suspect
5248,2303,Witness
2027,4029,Suspect
1314,3406,Other
26,1478,Suspect
429,998,Arrest
6818,754,Victim
3930,3610,Other
4793,181,Suspect
3251,1281,Other
3163,4253,Victim
2788,4607,Other
5577,944,Other
6515,1213,Arrest
3516,2981,Victim
1110,2046,Suspect
132,729,Other
6968,1624,Victim
1598,4940,Suspect
6643,1759,Arrest
288,1606,Victim
7186,4955,Arrest
5465,2145,Witness
992,421,Arrest
798,1523,Arrest
5349,2579,Suspect
6762,2035,Arrest
6325,203,Victim
1639,4681,Arrest
3218,2610,Arrest
1674,2536,Victim
4997,4168,Arrest
2775,1343,Arrest
5032,2241,Arrest
794,1437,Witness
6146,4171,Suspect
555,1180,Victim
3656,1618,Other
414,1427,Other
1885,2074,Other
993,66,Arrest
5324,4903,Arrest
7952,1811,Witness
6339,4783,Arrest
6477,4913,Suspect
1828,4054,Suspect
4746,4569,Witness
7916,207,Victim
1212,1645,Suspect
5635,1701,Witness
2684,4531,Witness
2871,1348,Arrest
6002,2311,Witness
515,3029,Arrest
7920,1642,Suspect
5283,2596,Other
6679,1117,Witness
5928,4447,Arrest
2024,7,Witness
3303,2173,Witness
7471,542,Suspect
1674,2128,Other
5662,579,Victim
7148,3699,Suspect
3210,1960,Arrest
7203,1947,Arrest
5569,3264,Witness
6284,2288,Arrest
2420,1063,Victim
2504,2157,Other
1371,485,Other
4531,4325,Other
1425,3973,Other
4071,4760,Witness
667,3417,Arrest
3097,4446,Witness
535,1066,Witness
2129,3869,Other
3344,1169,Other
6005,4875,Arrest
6293,3713,Suspect
5299,2753,Suspect
7699,4251,Suspect
1478,1980,Other
1991,742,Other
4443,2161,Arrest
912,2628,Suspect
6021,609,Witness
5767,3943,Witness
6366,2670,Other
7431,2907,Suspect
7404,4700,Arrest
965,1121,Victim
3058,4346,Witness
6015,2482,Suspect
192,3650,Victim
4397,4520,Witness
1504,4037,Arrest
2654,4309,Suspect
3097,4147,Witness
6386,2876,Arrest
6824,4144,Victim
67,2434,Other
4469,4680,Victim
1549,1600,Arrest
4267,3076,Victim
7017,3699,Victim
554,1315,Suspect
3459,1602,Victim
4415,2908,Witness
379,2512,Witness
737,225,Arrest
7077,4939,Arrest
6836,3752,Victim
5573,852,Witness
700,2834,Suspect
2538,4717,Victim
4901,4061,Arrest
6777,3564,Witness
1642,3442,Suspect
7380,953,Other
6226,4555,Suspect
4002,1574,Arrest
7304,537,Arrest
868,1859,Other
5398,4008,Suspect
1249,1633,Suspect
4066,1041,Witness
1663,2612,Other
5046,2348,Suspect
6542,1998,Witness
337,4639,Suspect
4550,4284,Victim
3347,3406,Victim
2514,4907,Other
7333,909,Other
3521,2365,Suspect
5993,4631,Victim
1147,4290,Other
7383,3089,Victim
1406,2567,Victim
4133,1048,Witness
4421,4541,Victim
3927,356,Arrest
3522,3789,Suspect
7341,2078,Arrest
7019,3551,Victim
6766,308,Arrest
2511,2381,Suspect
6661,3028,Other
6563,1234,Witness
6489,4915,Victim
4067,903,Other
6100,3059,Other
6383,325,Other
581,4363,Victim
4256,296,Victim
3465,3497,Witness
6823,4438,Suspect
981,4967,Arrest
4001,912,Victim
5560,2118,Other
7345,1866,Arrest
5094,1095,Witness
614,3210,Suspect
3144,4946,Victim
4000,523,Other
4932,1800,Suspect
7218,961,Other
4767,149,Arrest
7279,1219,Other
726,2765,Arrest
7148,2276,Other
6969,440,Suspect
2274,1167,Other
6727,3450,Suspect
6530,1432,Victim
1532,4947,Suspect
2893,2076,Suspect
761,3660,Suspect
6933,2822,Witness
6982,2910,Suspect
3843,3739,Witness
4150,1891,Arrest
339,907,Suspect
6530,1196,Witness
1489,1280,Arrest
2554,2656,Victim
4018,1637,Other
4408,197,Other
7285,981,Suspect
7696,4783,Arrest
6690,1150,Other
3641,1536,Witness
7194,3811,Victim
5774,4006,Victim
1663,3393,Victim
5280,2603,Witness
4057,14,Suspect
4574,2842,Suspect
5656,318,Victim
816,116,Suspect
3627,4818,Suspect
3866,2547,Other
1341,349,Witness
7360,2065,Witness
3224,3381,Arrest
7595,1937,Victim
4337,587,Arrest
5016,3502,Victim
7090,2127,Other
5811,4733,Arrest
1973,3324,Witness
5678,1692,Witness
6579,2673,Witness
5550,292,Arrest
4856,436,Other
5352,1142,Witness
2516,4121,Suspect
2361,1219,Other
2073,3458,Suspect
7768,4941,Suspect
5086,3100,Suspect
5902,3947,Other
4454,2463,Suspect
4964,790,Victim
1087,654,Suspect
3924,2750,Other
2229,3468,Witness
5616,695,Suspect
639,1288,Victim
3214,1761,Other
7441,884,Arrest
4609,3264,Witness
7039,3469,Arrest
1253,4937,Victim
1320,2829,Arrest
3237,2591,Victim
6635,237,Other
6827,4816,Victim
2925,1462,Witness
5720,3697,Other
2179,3883,Victim
1490,676,Victim
7589,1553,Arrest
3929,1848,Victim
2518,3519,Victim
2384,2339,Suspect
6856,4539,Victim
7076,505,Arrest
2424,3520,Other
5896,4906,Victim
2016,164,Suspect
1960,2638,Other
7267,2374,Arrest
1354,3810,Witness
3352,972,Witness
2877,4978,Witness
2813,183,Victim
7281,3424,Suspect
5199,2449,Arrest
2568,2267,Victim
816,245,Suspect
5005,4527,Witness
2690,4976,Other
6798,487,Arrest
6259,4389,Witness
4480,2098,Suspect
4265,3101,Arrest
2189,2607,Victim
2284,2131,Arrest
4934,650,Victim
3478,3952,Witness
1612,2634,Other
3879,3113,Arrest
7332,2876,Other
7105,2124,Arrest
2767,4238,Arrest
3965,4272,Suspect
1572,1662,Witness
5545,1909,Witness
7885,940,Witness
7369,2379,Other
1473,2082,Witness
5781,874,Suspect
2333,2991,Other
2025,654,Witness
7585,1322,Witness
367,1385,Witness
3873,4765,Suspect
3597,1089,Victim
3482,2823,Witness
3856,1286,Other
1242,2319,Suspect
7204,1995,Victim
6912,2491,Suspect
6245,4439,Other
5191,4277,Victim
1599,1664,Suspect
1119,1705,Arrest
2999,2659,Arrest
2572,4600,Suspect
2556,3166,Arrest
1216,3191,Other
3255,2479,Witness
