id,CAD_Number,Call Type,Date,Address,City,State,Latitude,Longitude,Zone,Responding Officer
4001,4001,Welfare Check,3/2/2024 5:51,233 Steensland Parkway,Henderson,Nevada,36.0384,-115.0857,Z5,Clark
4002,4002,Traffic,10/28/2022 3:04,3 Montana Terrace,Las Vegas,Nevada,36.0914,-115.0885,Z3,Turner
4003,4003,Property Crime,7/30/2023 5:55,583 Bellgrove Parkway,North Las Vegas,Nevada,35.9279,-114.9721,Z4,Martin
4004,4004,Alarm,3/18/2023 9:45,670 Onsgard Center,North Las Vegas,Nevada,35.9279,-114.9721,Z4,Lopez
4005,4005,Traffic,8/29/2024 2:24,2737 Sachtjen Pass,Henderson,Nevada,36.0119,-115.0433,Z6,Anderson
4006,4006,Traffic,11/6/2023 2:26,4 Kenwood Parkway,Reno,Nevada,40.5412,-119.5869,Z8,Jones
4007,4007,Property Crime,6/20/2022 7:31,1383 West Parkway,Las Vegas,Nevada,36.1693,-115.2828,Z7,Robinson
4008,4008,Welfare Check,4/15/2022 9:36,9 Bashford Way,Reno,Nevada,39.5224,-119.8353,Z7,James
4009,4009,Property Crime,11/6/2020 3:01,7 Fulton Point,Las Vegas,Nevada,35.9279,-114.9721,Z1,Rodriguez
4010,4010,Property Crime,8/25/2020 11:11,25 Texas Terrace,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Phillips
4011,4011,Traffic,10/10/2021 1:57,4 Monica Park,Las Vegas,Nevada,36.1693,-115.2828,Z8,Reed
4012,4012,Traffic,10/23/2021 7:47,792 Fremont Crossing,Las Vegas,Nevada,36.0914,-115.0885,Z1,Thomas
4013,4013,Violent Crime,2/19/2022 6:02,3 Sachs Circle,Las Vegas,Nevada,35.9279,-114.9721,Z8,Cooper
4014,4014,Violent Crime,12/29/2024 5:11,09 Hoepker Circle,Las Vegas,Nevada,35.9977,-115.2861,Z6,Reed
4015,4015,Welfare Check,1/2/2023 4:45,7719 Mayfield Hill,Reno,Nevada,39.5224,-119.8353,Z7,Torres
4016,4016,Property Crime,7/21/2024 19:47,6340 Green Ridge Drive,Sparks,Nevada,39.6269,-119.7081,Z5,Turner
4017,4017,Alarm,12/5/2020 5:38,043 Golf View Road,Reno,Nevada,39.5224,-119.8353,Z4,Lee
4018,4018,Welfare Check,8/18/2022 16:48,0845 Farmco Crossing,Las Vegas,Nevada,36.1693,-115.2828,Z5,Nelson
4019,4019,Alarm,5/28/2024 0:42,891 La Follette Drive,Sparks,Nevada,39.6269,-119.7081,Z7,Young
4020,4020,Alarm,5/7/2022 18:48,4 Sommers Avenue,Las Vegas,Nevada,36.173,-115.0669,Z8,Hill
4021,4021,Traffic,2/5/2024 12:54,7132 Mosinee Park,Reno,Nevada,39.4814,-119.8591,Z5,Bailey
4022,4022,Traffic,8/9/2020 8:38,8 Cascade Pass,Carson City,Nevada,39.1678,-119.7764,Z4,Collins
4023,4023,Traffic,4/16/2024 7:53,28 Veith Way,Las Vegas,Nevada,36.3265,-115.3398,Z3,Howard
4024,4024,Welfare Check,10/1/2021 20:47,08902 Corscot Park,Las Vegas,Nevada,36.2235,-115.2655,Z7,Kelly
4025,4025,Traffic,11/29/2020 11:32,0 Hermina Trail,Las Vegas,Nevada,36.173,-115.0669,Z8,Torres
4026,4026,Alarm,10/30/2021 7:31,6702 Fulton Avenue,Las Vegas,Nevada,36.0914,-115.0885,Z8,Ward
4027,4027,Property Crime,5/5/2024 20:21,97 Anhalt Point,Las Vegas,Nevada,36.1693,-115.2828,Z2,Thomas
4028,4028,Traffic,4/29/2024 10:07,688 Moland Place,Las Vegas,Nevada,36.1378,-115.3261,Z8,Brown
4029,4029,Traffic,7/20/2022 7:54,07 Sutteridge Junction,Reno,Nevada,39.7699,-119.6027,Z3,Cox
4030,4030,Traffic,4/15/2020 1:09,54255 Nevada Junction,Reno,Nevada,39.5387,-119.8225,Z8,Collins
4031,4031,Property Crime,9/12/2024 5:26,051 Nelson Terrace,Las Vegas,Nevada,36.1378,-115.3261,Z3,Sanchez
4032,4032,Traffic,4/30/2023 7:57,8252 Meadow Ridge Point,Reno,Nevada,39.4814,-119.8591,Z6,Smith
4033,4033,Traffic,4/26/2020 10:19,6 Pawling Crossing,Las Vegas,Nevada,36.3265,-115.3398,Z5,Evans
4034,4034,Welfare Check,6/14/2022 22:34,8296 Mandrake Pass,Las Vegas,Nevada,36.2235,-115.2655,Z3,Gonzalez
4035,4035,Welfare Check,10/5/2024 20:49,14 Annamark Park,Las Vegas,Nevada,36.2158,-115.0671,Z3,Thompson
4036,4036,Alarm,6/6/2022 9:28,113 Meadow Ridge Junction,Las Vegas,Nevada,36.1693,-115.2828,Z1,Martin
4037,4037,Welfare Check,9/30/2023 1:58,57261 Canary Court,Las Vegas,Nevada,36.086,-115.1471,Z6,Wright
4038,4038,Welfare Check,12/18/2022 3:30,56 Northland Alley,Carson City,Nevada,39.1678,-119.7764,Z3,Clark
4039,4039,Traffic,6/16/2022 2:50,77384 Ronald Regan Avenue,Reno,Nevada,39.5224,-119.8353,Z8,Morgan
4040,4040,Traffic,11/9/2023 19:20,0 Erie Street,North Las Vegas,Nevada,36.2204,-115.1458,Z7,Brooks
4041,4041,Property Crime,9/7/2024 22:03,639 Huxley Lane,Las Vegas,Nevada,35.9279,-114.9721,Z1,Thompson
4042,4042,Property Crime,12/15/2021 20:08,192 Hintze Lane,Carson City,Nevada,39.2025,-119.7526,Z6,Garcia
4043,4043,Property Crime,10/14/2022 4:24,3129 Waywood Hill,Las Vegas,Nevada,36.086,-115.1471,Z8,Ward
4044,4044,Alarm,7/18/2020 6:28,9 Mifflin Point,North Las Vegas,Nevada,36.2204,-115.1458,Z1,James
4045,4045,Alarm,6/1/2024 8:20,1758 Del Sol Street,Las Vegas,Nevada,35.9279,-114.9721,Z4,Davis
4046,4046,Violent Crime,11/5/2023 19:07,69259 Park Meadow Alley,Las Vegas,Nevada,36.1378,-115.3261,Z1,Jackson
4047,4047,Welfare Check,5/9/2020 23:52,6627 Leroy Center,Las Vegas,Nevada,35.9977,-115.2861,Z5,Scott
4048,4048,Property Crime,3/23/2022 16:04,9291 Vernon Court,Las Vegas,Nevada,35.9279,-114.9721,Z5,Gray
4049,4049,Traffic,12/13/2020 10:17,12983 Lindbergh Way,North Las Vegas,Nevada,36.2204,-115.1458,Z3,Jackson
4050,4050,Property Crime,2/15/2020 8:45,2 Monterey Avenue,Las Vegas,Nevada,35.9977,-115.2861,Z4,Morgan
4051,4051,Alarm,6/21/2021 0:13,12 Meadow Valley Pass,Las Vegas,Nevada,35.9279,-114.9721,Z6,Adams
4052,4052,Property Crime,10/24/2020 12:59,38 Petterle Road,Henderson,Nevada,36.0119,-115.0433,Z5,Turner
4053,4053,Alarm,11/11/2024 3:54,3664 Ridgeview Parkway,Las Vegas,Nevada,36.086,-115.1471,Z4,Perez
4054,4054,Property Crime,6/2/2023 23:42,8815 Jay Way,Las Vegas,Nevada,36.173,-115.0669,Z8,Gonzalez
4055,4055,Welfare Check,2/28/2021 21:32,72 Rusk Pass,Las Vegas,Nevada,36.1378,-115.3261,Z7,Wood
4056,4056,Traffic,8/24/2024 13:07,48759 Artisan Court,Las Vegas,Nevada,36.2235,-115.2655,Z1,Cooper
4057,4057,Welfare Check,2/8/2021 12:54,14 Scoville Alley,Las Vegas,Nevada,36.086,-115.1471,Z4,Baker
4058,4058,Traffic,3/13/2021 10:54,327 Goodland Parkway,Las Vegas,Nevada,36.0914,-115.0885,Z7,Cook
4059,4059,Welfare Check,3/19/2024 20:12,47952 Lillian Drive,Henderson,Nevada,36.0119,-115.0433,Z5,Gray
4060,4060,Traffic,3/6/2024 15:08,9715 Fisk Road,North Las Vegas,Nevada,35.9279,-114.9721,Z6,Peterson
4061,4061,Violent Crime,2/29/2024 12:55,550 Onsgard Point,Sparks,Nevada,39.6269,-119.7081,Z3,Bailey
4062,4062,Welfare Check,1/11/2024 19:10,17 Oriole Hill,Las Vegas,Nevada,36.1378,-115.3261,Z5,Thompson
4063,4063,Violent Crime,11/5/2022 11:17,205 Judy Way,Reno,Nevada,39.7699,-119.6027,Z5,Hernandez
4064,4064,Property Crime,3/24/2022 10:54,14 Del Sol Alley,Henderson,Nevada,36.0119,-115.0433,Z3,Baker
4065,4065,Alarm,5/31/2020 6:30,476 Bobwhite Court,Las Vegas,Nevada,36.3265,-115.3398,Z5,Martin
4066,4066,Traffic,2/12/2023 10:00,9 Magdeline Trail,Las Vegas,Nevada,36.086,-115.1471,Z6,Thompson
4067,4067,Property Crime,4/1/2021 21:42,9 Grim Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z3,Hall
4068,4068,Welfare Check,1/12/2022 3:03,61 Westerfield Hill,Reno,Nevada,39.7699,-119.6027,Z1,Young
4069,4069,Traffic,10/20/2022 23:15,7085 Bunting Terrace,Reno,Nevada,39.7699,-119.6027,Z4,Lee
4070,4070,Violent Crime,1/7/2022 1:18,66929 Arkansas Crossing,Henderson,Nevada,36.0119,-115.0433,Z5,James
4071,4071,Alarm,10/10/2024 10:04,7612 Summit Point,Las Vegas,Nevada,36.086,-115.1471,Z3,Nelson
4072,4072,Violent Crime,2/23/2023 12:12,43 Oak Crossing,Las Vegas,Nevada,36.2235,-115.2655,Z2,Carter
4073,4073,Alarm,8/23/2021 8:21,1 Grasskamp Center,Las Vegas,Nevada,36.173,-115.0669,Z5,Hall
4074,4074,Traffic,4/29/2021 23:06,3411 Scoville Place,Las Vegas,Nevada,36.2471,-115.221,Z5,Smith
4075,4075,Traffic,6/4/2022 12:27,746 Anhalt Trail,Las Vegas,Nevada,36.0914,-115.0885,Z8,Green
4076,4076,Alarm,5/22/2024 1:33,0365 Superior Street,Las Vegas,Nevada,36.3265,-115.3398,Z6,Wood
4077,4077,Property Crime,6/13/2024 14:06,8 Blaine Junction,Carson City,Nevada,39.1678,-119.7764,Z1,Lewis
4078,4078,Traffic,5/6/2022 7:05,49043 Helena Road,Las Vegas,Nevada,36.086,-115.1471,Z6,Brown
4079,4079,Traffic,11/3/2023 21:47,9 Maryland Park,Las Vegas,Nevada,36.2235,-115.2655,Z8,Williams
4080,4080,Property Crime,12/1/2019 16:04,58 Karstens Plaza,Sparks,Nevada,39.6269,-119.7081,Z5,Hernandez
4081,4081,Violent Crime,8/24/2023 9:42,79224 Talisman Avenue,Carson City,Nevada,39.2025,-119.7526,Z8,Brooks
4082,4082,Traffic,9/8/2024 6:10,7440 Northport Street,Las Vegas,Nevada,36.1693,-115.2828,Z6,Bennett
4083,4083,Property Crime,8/10/2024 0:19,1142 Ridgeview Court,Las Vegas,Nevada,35.9279,-114.9721,Z1,Hill
4084,4084,Traffic,10/10/2019 7:28,2 Blaine Center,Las Vegas,Nevada,35.9279,-114.9721,Z2,James
4085,4085,Alarm,3/22/2024 14:14,7 Superior Point,Las Vegas,Nevada,36.2471,-115.221,Z5,Gonzalez
4086,4086,Violent Crime,3/16/2022 7:45,91 Maple Plaza,Las Vegas,Nevada,36.0914,-115.0885,Z7,Green
4087,4087,Welfare Check,12/15/2022 23:18,3 Shasta Park,Las Vegas,Nevada,36.0914,-115.0885,Z4,Watson
4088,4088,Traffic,6/15/2021 16:59,773 Kenwood Pass,Carson City,Nevada,39.2025,-119.7526,Z2,Phillips
4089,4089,Violent Crime,5/9/2022 20:24,7525 Hintze Point,Carson City,Nevada,39.2025,-119.7526,Z6,Garcia
4090,4090,Property Crime,4/19/2020 1:39,68226 Mifflin Junction,Carson City,Nevada,39.2025,-119.7526,Z4,Green
4091,4091,Violent Crime,9/21/2024 8:04,328 Northland Court,Las Vegas,Nevada,36.0914,-115.0885,Z6,Thompson
4092,4092,Property Crime,11/12/2023 10:40,02 Crowley Plaza,North Las Vegas,Nevada,35.9279,-114.9721,Z1,Rodriguez
4093,4093,Property Crime,11/25/2023 19:43,10662 Manitowish Trail,Las Vegas,Nevada,35.9279,-114.9721,Z8,Harris
4094,4094,Alarm,12/14/2024 22:20,764 Springview Lane,Las Vegas,Nevada,36.0914,-115.0885,Z7,Davis
4095,4095,Alarm,12/3/2022 10:37,82 Brentwood Court,Carson City,Nevada,39.1678,-119.7764,Z3,Peterson
4096,4096,Welfare Check,11/14/2020 10:00,43472 Moulton Crossing,Reno,Nevada,39.5387,-119.8225,Z3,Williams
4097,4097,Traffic,7/1/2024 23:20,55353 Merchant Parkway,Las Vegas,Nevada,36.3265,-115.3398,Z4,Mitchell
4098,4098,Alarm,12/17/2020 15:37,2074 Vahlen Plaza,Las Vegas,Nevada,36.086,-115.1471,Z4,Ward
4099,4099,Traffic,10/18/2020 18:40,0 Eastwood Crossing,Reno,Nevada,39.5387,-119.8225,Z3,Wright
4100,4100,Traffic,12/4/2024 9:03,4 Lakewood Center,Henderson,Nevada,36.0384,-115.0857,Z3,Lopez
4101,4101,Violent Crime,7/28/2020 22:07,836 Dunning Trail,Carson City,Nevada,39.2025,-119.7526,Z4,Bennett
4102,4102,Alarm,8/19/2020 3:53,9 Warbler Alley,Las Vegas,Nevada,36.1378,-115.3261,Z1,Harris
4103,4103,Welfare Check,4/7/2023 3:12,7511 Lindbergh Parkway,Las Vegas,Nevada,35.9279,-114.9721,Z4,Mitchell
4104,4104,Property Crime,5/12/2023 2:21,418 Hudson Plaza,Las Vegas,Nevada,36.0914,-115.0885,Z5,Brown
4105,4105,Violent Crime,4/25/2024 8:15,7718 Corscot Way,Reno,Nevada,39.5387,-119.8225,Z3,Walker
4106,4106,Alarm,6/27/2023 1:10,39 Manitowish Court,Las Vegas,Nevada,35.9279,-114.9721,Z4,Richardson
4107,4107,Property Crime,10/5/2019 18:29,70736 Welch Terrace,Las Vegas,Nevada,36.086,-115.1471,Z2,Clark
4108,4108,Violent Crime,11/22/2021 16:47,7581 Toban Street,Las Vegas,Nevada,35.9279,-114.9721,Z5,Wood
4109,4109,Traffic,6/22/2020 14:53,435 Gateway Pass,Carson City,Nevada,39.2025,-119.7526,Z8,Kelly
4110,4110,Violent Crime,8/7/2023 3:24,8 Debs Pass,Las Vegas,Nevada,36.173,-115.0669,Z2,Nelson
4111,4111,Traffic,2/16/2024 20:39,4 Old Gate Crossing,Las Vegas,Nevada,36.0914,-115.0885,Z6,Anderson
4112,4112,Traffic,7/13/2023 3:49,55241 Hoepker Alley,Las Vegas,Nevada,36.1378,-115.3261,Z4,Torres
4113,4113,Traffic,7/17/2021 2:37,3 Red Cloud Point,Reno,Nevada,39.5387,-119.8225,Z1,Roberts
4114,4114,Welfare Check,1/8/2024 14:52,4740 Prairieview Alley,Carson City,Nevada,39.2025,-119.7526,Z6,Thompson
4115,4115,Welfare Check,11/11/2019 16:06,158 Randy Alley,North Las Vegas,Nevada,35.9279,-114.9721,Z4,Green
4116,4116,Property Crime,6/13/2023 23:57,1 Pearson Parkway,Reno,Nevada,40.5412,-119.5869,Z1,Anderson
4117,4117,Alarm,6/18/2020 7:57,3 Moland Parkway,Reno,Nevada,39.4814,-119.8591,Z3,Green
4118,4118,Property Crime,7/27/2020 5:20,15386 Talisman Road,Las Vegas,Nevada,36.2235,-115.2655,Z3,Peterson
4119,4119,Violent Crime,7/25/2023 12:37,30 Toban Point,Las Vegas,Nevada,35.9279,-114.9721,Z1,Sanders
4120,4120,Property Crime,7/30/2023 14:08,80 Crescent Oaks Trail,Reno,Nevada,39.5387,-119.8225,Z3,Bennett
4121,4121,Traffic,7/27/2023 9:34,635 Tomscot Way,Reno,Nevada,39.5387,-119.8225,Z2,Thompson
4122,4122,Property Crime,11/4/2020 21:53,63127 Little Fleur Court,Las Vegas,Nevada,36.2235,-115.2655,Z6,Jones
4123,4123,Property Crime,6/19/2022 2:04,480 Surrey Lane,Sparks,Nevada,39.6269,-119.7081,Z8,Cooper
4124,4124,Violent Crime,6/5/2020 13:48,70 Morning Point,Las Vegas,Nevada,35.9279,-114.9721,Z7,Lee
4125,4125,Welfare Check,4/13/2020 0:10,49345 Valley Edge Park,Las Vegas,Nevada,36.2471,-115.221,Z8,Bell
4126,4126,Alarm,8/9/2022 13:59,69310 Arkansas Avenue,Las Vegas,Nevada,36.1378,-115.3261,Z5,Brown
4127,4127,Traffic,12/28/2019 1:22,83975 Orin Pass,Las Vegas,Nevada,35.9279,-114.9721,Z6,Gray
4128,4128,Property Crime,12/16/2023 16:12,81 Westend Plaza,Reno,Nevada,39.4814,-119.8591,Z2,Young
4129,4129,Traffic,4/13/2020 9:55,84 Jenifer Street,Las Vegas,Nevada,35.9279,-114.9721,Z2,Garcia
4130,4130,Traffic,4/12/2024 14:10,6750 Hagan Point,Reno,Nevada,39.4814,-119.8591,Z3,Young
4131,4131,Alarm,4/18/2020 3:16,45402 Mandrake Street,Las Vegas,Nevada,35.9279,-114.9721,Z3,Kelly
4132,4132,Traffic,1/27/2021 16:04,60 Raven Junction,Las Vegas,Nevada,36.086,-115.1471,Z6,Richardson
4133,4133,Property Crime,4/23/2024 13:35,0243 Norway Maple Pass,Carson City,Nevada,39.2025,-119.7526,Z2,Bennett
4134,4134,Property Crime,3/19/2021 21:14,203 Gulseth Drive,Las Vegas,Nevada,35.9279,-114.9721,Z7,Martin
4135,4135,Violent Crime,3/29/2021 10:11,7 Westend Circle,Henderson,Nevada,36.0384,-115.0857,Z3,Howard
4136,4136,Property Crime,6/14/2022 4:11,82019 Swallow Pass,Las Vegas,Nevada,35.9279,-114.9721,Z8,Stewart
4137,4137,Traffic,7/24/2021 22:58,193 Oakridge Point,Reno,Nevada,40.5412,-119.5869,Z6,Jones
4138,4138,Traffic,2/7/2024 12:50,95798 Brentwood Plaza,Reno,Nevada,39.5224,-119.8353,Z8,Hernandez
4139,4139,Welfare Check,3/7/2024 16:00,324 Gale Crossing,Las Vegas,Nevada,36.086,-115.1471,Z7,Young
4140,4140,Alarm,3/10/2023 3:54,47 5th Hill,Las Vegas,Nevada,35.9977,-115.2861,Z7,Murphy
4141,4141,Alarm,2/6/2023 7:30,811 Morrow Circle,Las Vegas,Nevada,35.9279,-114.9721,Z3,Morgan
4142,4142,Property Crime,6/16/2023 14:43,5526 Havey Trail,North Las Vegas,Nevada,36.2204,-115.1458,Z1,Adams
4143,4143,Traffic,11/28/2020 11:01,42205 Redwing Parkway,Las Vegas,Nevada,35.9279,-114.9721,Z2,Cooper
4144,4144,Property Crime,3/1/2020 13:45,73 Pepper Wood Place,Reno,Nevada,39.4814,-119.8591,Z1,Wood
4145,4145,Alarm,1/27/2020 16:37,93 American Ash Street,Las Vegas,Nevada,35.9279,-114.9721,Z6,Morris
4146,4146,Alarm,1/4/2021 10:47,5507 Novick Court,Henderson,Nevada,36.0384,-115.0857,Z3,Ramirez
4147,4147,Property Crime,4/20/2024 16:55,704 Eagan Crossing,Las Vegas,Nevada,36.2471,-115.221,Z4,Collins
4148,4148,Alarm,2/22/2021 13:48,26 Dayton Center,Carson City,Nevada,39.2025,-119.7526,Z1,Cox
4149,4149,Violent Crime,7/10/2021 16:26,472 Melvin Trail,Carson City,Nevada,39.1678,-119.7764,Z6,Sanders
4150,4150,Alarm,6/24/2021 6:48,51334 Northfield Drive,Henderson,Nevada,36.0384,-115.0857,Z4,Davis
4151,4151,Welfare Check,5/7/2021 5:04,58 Rowland Lane,Las Vegas,Nevada,35.9279,-114.9721,Z1,Harris
4152,4152,Traffic,6/3/2022 4:02,99 Bunker Hill Hill,Las Vegas,Nevada,36.0914,-115.0885,Z2,Ward
4153,4153,Property Crime,7/31/2024 11:01,5919 Harper Hill,Las Vegas,Nevada,36.3265,-115.3398,Z3,Reed
4154,4154,Traffic,5/19/2021 4:12,302 Logan Plaza,Reno,Nevada,40.5412,-119.5869,Z6,Clark
4155,4155,Property Crime,3/30/2022 21:55,045 Northridge Way,Las Vegas,Nevada,36.2235,-115.2655,Z1,Bailey
4156,4156,Traffic,4/13/2024 10:56,278 Crescent Oaks Avenue,Las Vegas,Nevada,36.086,-115.1471,Z7,Miller
4157,4157,Alarm,3/10/2024 14:17,16 Division Street,Reno,Nevada,39.7699,-119.6027,Z7,Ward
4158,4158,Traffic,8/14/2022 10:04,071 Service Court,Las Vegas,Nevada,36.1693,-115.2828,Z5,Price
4159,4159,Welfare Check,10/11/2024 12:18,1329 Ridgeview Drive,Las Vegas,Nevada,36.2158,-115.0671,Z1,Bennett
4160,4160,Traffic,2/16/2022 12:36,8 Stone Corner Lane,North Las Vegas,Nevada,36.2204,-115.1458,Z1,Phillips
4161,4161,Traffic,2/11/2024 11:23,894 Sage Street,Las Vegas,Nevada,35.9279,-114.9721,Z1,Young
4162,4162,Traffic,8/13/2023 22:20,651 Fallview Hill,Reno,Nevada,39.5224,-119.8353,Z1,Carter
4163,4163,Property Crime,7/22/2021 19:45,86984 Maryland Pass,North Las Vegas,Nevada,36.2204,-115.1458,Z8,Cook
4164,4164,Welfare Check,10/6/2020 1:45,17 Rowland Parkway,Las Vegas,Nevada,36.086,-115.1471,Z6,Smith
4165,4165,Traffic,9/24/2021 3:59,1992 Clove Crossing,Las Vegas,Nevada,35.9279,-114.9721,Z3,Scott
4166,4166,Alarm,7/12/2024 23:45,51191 Dennis Junction,Las Vegas,Nevada,35.9279,-114.9721,Z2,Smith
4167,4167,Alarm,10/25/2020 15:09,32 Darwin Place,North Las Vegas,Nevada,36.2204,-115.1458,Z7,White
4168,4168,Traffic,12/21/2020 7:34,348 Fairview Terrace,Las Vegas,Nevada,36.1378,-115.3261,Z2,Smith
4169,4169,Alarm,5/8/2021 20:36,8122 Loeprich Point,Las Vegas,Nevada,36.173,-115.0669,Z7,Martinez
4170,4170,Property Crime,6/21/2020 18:12,27891 Bonner Terrace,Las Vegas,Nevada,36.173,-115.0669,Z3,Turner
4171,4171,Alarm,1/13/2021 4:37,4 Sachtjen Place,Las Vegas,Nevada,36.0914,-115.0885,Z2,Green
4172,4172,Welfare Check,3/6/2020 18:04,90 Nevada Drive,Las Vegas,Nevada,36.1378,-115.3261,Z7,Rivera
4173,4173,Welfare Check,8/21/2021 3:02,4 Butterfield Junction,Las Vegas,Nevada,36.2471,-115.221,Z5,Wood
4174,4174,Welfare Check,9/14/2023 3:43,1912 Cherokee Point,Carson City,Nevada,39.1678,-119.7764,Z3,Wood
4175,4175,Violent Crime,11/11/2022 20:18,17 Muir Center,Carson City,Nevada,39.1678,-119.7764,Z1,Rodriguez
4176,4176,Traffic,11/5/2023 10:53,059 Starling Junction,Reno,Nevada,40.5412,-119.5869,Z3,Ramirez
4177,4177,Traffic,10/27/2024 0:05,7 Ilene Place,Reno,Nevada,40.5412,-119.5869,Z5,Gray
4178,4178,Traffic,3/6/2023 17:02,15 Ruskin Parkway,Las Vegas,Nevada,36.1378,-115.3261,Z6,Nelson
4179,4179,Traffic,8/11/2020 10:29,320 6th Center,Carson City,Nevada,39.2025,-119.7526,Z7,Peterson
4180,4180,Traffic,7/27/2023 5:57,86 Sommers Point,Reno,Nevada,39.5387,-119.8225,Z2,Anderson
4181,4181,Violent Crime,9/7/2022 20:06,559 Pond Court,Las Vegas,Nevada,35.9279,-114.9721,Z4,Young
4182,4182,Alarm,7/1/2023 11:31,54975 Redwing Plaza,Las Vegas,Nevada,36.0914,-115.0885,Z1,Green
4183,4183,Welfare Check,1/7/2023 14:10,99 Elgar Street,Las Vegas,Nevada,35.9279,-114.9721,Z4,Hill
4184,4184,Alarm,6/8/2023 5:03,92 Mifflin Road,Las Vegas,Nevada,35.9279,-114.9721,Z7,Evans
4185,4185,Welfare Check,11/2/2020 1:15,2368 Pond Trail,Las Vegas,Nevada,36.1378,-115.3261,Z8,Reed
4186,4186,Traffic,12/30/2019 3:56,6153 Bayside Crossing,Las Vegas,Nevada,36.086,-115.1471,Z6,Robinson
4187,4187,Alarm,9/14/2024 13:51,30 Wayridge Center,Las Vegas,Nevada,36.086,-115.1471,Z7,Hernandez
4188,4188,Alarm,1/24/2020 19:35,02365 Hanover Pass,Sparks,Nevada,39.6269,-119.7081,Z4,Morris
4189,4189,Alarm,6/12/2021 20:51,6 Pleasure Center,Las Vegas,Nevada,36.173,-115.0669,Z5,Cooper
4190,4190,Traffic,7/9/2023 1:54,7 Artisan Hill,Las Vegas,Nevada,36.2235,-115.2655,Z6,Howard
4191,4191,Alarm,8/28/2024 14:24,56 Tomscot Lane,Sparks,Nevada,39.6269,-119.7081,Z2,Lee
4192,4192,Traffic,8/1/2022 10:10,040 South Pass,Las Vegas,Nevada,36.0914,-115.0885,Z5,Bell
4193,4193,Property Crime,8/2/2023 18:48,860 Corben Road,Las Vegas,Nevada,36.2471,-115.221,Z5,Bell
4194,4194,Traffic,2/15/2024 7:07,4363 Granby Pass,Las Vegas,Nevada,36.1378,-115.3261,Z3,Hernandez
4195,4195,Traffic,5/15/2023 10:21,80 Bunker Hill Center,Las Vegas,Nevada,35.9279,-114.9721,Z8,Garcia
4196,4196,Violent Crime,10/18/2020 1:58,29 Huxley Pass,Las Vegas,Nevada,36.2471,-115.221,Z5,Jackson
4197,4197,Alarm,6/26/2023 4:11,5 Cordelia Circle,Henderson,Nevada,36.0119,-115.0433,Z8,Parker
4198,4198,Alarm,11/2/2020 13:01,0 Redwing Way,Las Vegas,Nevada,36.1378,-115.3261,Z1,Williams
4199,4199,Property Crime,1/16/2024 5:41,728 Dawn Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z2,White
4200,4200,Traffic,9/13/2021 8:49,758 Crescent Oaks Lane,Las Vegas,Nevada,36.086,-115.1471,Z1,Morgan
4201,4201,Violent Crime,11/9/2024 17:30,54804 Sunfield Place,Henderson,Nevada,36.0119,-115.0433,Z3,Baker
4202,4202,Welfare Check,6/20/2020 12:13,21 Texas Way,Las Vegas,Nevada,35.9977,-115.2861,Z1,Gray
4203,4203,Alarm,2/26/2024 0:41,26763 Mockingbird Avenue,Henderson,Nevada,36.0119,-115.0433,Z5,Scott
4204,4204,Alarm,8/4/2024 19:10,22 Merry Center,Las Vegas,Nevada,36.0914,-115.0885,Z1,Martinez
4205,4205,Alarm,7/27/2022 12:26,23499 Bartelt Street,Carson City,Nevada,39.2025,-119.7526,Z6,Rodriguez
4206,4206,Alarm,2/2/2020 9:56,896 Goodland Center,Reno,Nevada,40.5412,-119.5869,Z4,Rivera
4207,4207,Alarm,3/1/2021 4:37,61 Grayhawk Center,Reno,Nevada,40.5412,-119.5869,Z8,Johnson
4208,4208,Violent Crime,7/18/2022 0:41,773 Lotheville Pass,Las Vegas,Nevada,36.086,-115.1471,Z5,Jones
4209,4209,Traffic,10/7/2021 15:01,1752 West Lane,Reno,Nevada,39.4814,-119.8591,Z1,Martinez
4210,4210,Property Crime,1/1/2021 5:53,53255 Grover Trail,Las Vegas,Nevada,35.9977,-115.2861,Z6,Lewis
4211,4211,Alarm,10/7/2022 5:30,8506 Coleman Way,Henderson,Nevada,36.0119,-115.0433,Z1,Walker
4212,4212,Property Crime,10/25/2020 15:26,1 Rowland Avenue,Las Vegas,Nevada,36.2158,-115.0671,Z1,Adams
4213,4213,Traffic,12/3/2024 12:01,5 Elka Place,Henderson,Nevada,36.0119,-115.0433,Z7,Garcia
4214,4214,Traffic,10/14/2023 20:23,0703 Montana Lane,Reno,Nevada,40.5412,-119.5869,Z6,Young
4215,4215,Alarm,12/18/2022 3:37,51 Oneill Road,Henderson,Nevada,36.0119,-115.0433,Z7,Bell
4216,4216,Property Crime,11/27/2024 23:57,577 Fulton Junction,Reno,Nevada,39.5224,-119.8353,Z5,Miller
4217,4217,Welfare Check,10/31/2022 2:53,8536 Maryland Street,Las Vegas,Nevada,36.0914,-115.0885,Z3,Phillips
4218,4218,Violent Crime,7/29/2024 23:58,49909 Mariners Cove Hill,Las Vegas,Nevada,36.2235,-115.2655,Z5,Wilson
4219,4219,Alarm,7/1/2021 12:02,62831 Veith Place,Las Vegas,Nevada,36.1378,-115.3261,Z2,Smith
